Codigo,Nome,CodCurto,PVPBase,PesoBrt,Marca,Familia,NomeXtra
350029048332,Liquidificadora Beko TBN 7802 X,48332,"97,90","4,2",BEKO,190,800 W | 4 niveis de velocidade | Copo vidro 1.5 L
350033047623,Maq.Louça Beko DFN 28430 X,47623,"454,00",50,BEKO,135,14 Talheres | Aqua intensive | 8 Programas | Classe A+++AA
350033047624,Maq.Louça Beko DFN 28430 W,47624,"414,00",50,BEKO,135,13 Talheres | Aqua intensive | 8 Programas | Classe A+++AA
350033047626,Maq.Louça Beko DFN 16410 W,47626,"343,00","45,4",BEKO,135,12 Talheres | 6 Programas | Classe A-10AA
350033047627,Maq.Louça Beko DFN 16410 X,47627,"364,00","45,4",BEKO,135,12 Talheres | 6 Programas | Inox | Classe A+AA
275048060062,"LCD Hisense 55"" H55N6800",60062,"1 219,00",25,HISENSE,250,140cm | ULED UHD | SMART TV Vidaa 2.0 | WiFi | DLNA | Quad Core | TV LED | 4 HDMI | 1 USB 2.0 | Função ECO | SMR 800Hz | Modo HOTEL | Sintonizador  Satélite
GLR7240,Coluna Bluetooth Grundig GSB 150 Maia,GLR7240,"0,00","6,6",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco."
GLR7200,Coluna Bluetooth Grundig GSB 150,GLR7200,"0,00","6,6",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco."
GLR7250,Coluna Bluetooth Grundig GSB 150 Odessa,GLR7250,"0,00","6,6",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco."
GLR7230,Coluna Bluetooth Grundig GSB 150 Charcoal,GLR7230,"0,00","6,6",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco."
350013046308,Frigorifico Beko DSA 28021,46308,"304,00",51,BEKO,130,2 Portas | 263 L / 259 L (210/49) | Classe A+  | 1598 x 540 x 600 mm (A x L x P)
375032067210,Máquina Roupa Hisense WFBJ90121,67210,"392,00",76,HISENSE,135,
375032067211,Máquina Roupa Hisense WFP9014V,67211,"0,00",78,HISENSE,135,
375001367114,Frigorifico SBS Hisense RS669N4WC1,67114,"779,00",107,HISENSE,130,
375001367024,Frigorifico Hisense RR125D4AW1,67024,"181,00",27,HISENSE,130,
350013046307,Frigorifico SBS Beko GN 1416231 ZX,46307,"1 389,00",125,BEKO,130,SBS 4 portas | No Frost | 560 L | Ice Maker | Classe A++ | 1820 x 920 x 765 (A x L x P) | Inox
350001048350,Aspirador Beko VCC 61602 AD,48350,"170,00","9,5",BEKO,190,800 W | Saco pano | Tubo Metálico
350001048351,Aspirador Beko VCC 5325 AR,48351,"122,50","9,5",BEKO,190,800 W | Saco pano | Tubo Metálico
350001048352,Aspirador Beko VCO 42701 AB,48352,"103,00","9,5",BEKO,190,800 W | Sem saco | Tubo Metálico
350001048353,Aspirador Beko VCO 62602 AB,48353,"149,50","9,5",BEKO,190,800 W | Sem saco | Tubo Metálico
350001048354,Aspirador Beko VCM 71602 AD,48354,"170,00","9,5",BEKO,190,800 W | Sem saco | Tubo Metálico
350033047628,Maq.Louça Integ. Beko DIN 28423,47628,"485,00",49,BEKO,115,12 Talheres | 8 Programas | Classe A++AA | Total Integrável
RCW000,"LCD Grundig 32"" Vision 6 32 VLE 6730 BP",RCW000,"349,00","7,8",GRUNDIG,250,
350013046363,Frigorifico Beko RSSE 265K20 W,46363,"277,00",46,BEKO,130,1 Porta | 260 L / 256 L | Cooler | Classe A+ | 1456 x 540 x 595 mm (A x L x P)
350013046495,Congelador Vert.  Beko RFNE 200E20 W,46495,"397,00",47,BEKO,120,No Frost | 190 L / 157 L | 5 Gavetas | Classe A+ | 1456 x 540 x 595 mm (A x L x P)
375032067212,Máquina Roupa Hisense WFEH1014VJ,67212,"519,00",76,HISENSE,135,
350032047124,Maquina Lavar Beko WCV 7612 BWO,47124,"299,00",65,BEKO,135,1200 RPM Variável - 7 Kg - Óculo Grande XL - Electrónica - Volumax - Display Digital - Classe A+++AC
350032047125,Maquina Lavar Beko WCV 8512 BWO,47125,"315,00",65,BEKO,135,1000 RPM Variável - 8 Kg - Óculo Grande XL - Electrónica - Volumax - Display Digital - Classe A+++AC
350032047126,Maquina Lavar Beko WTV 9612 XWO,47126,"390,00",74,BEKO,135,1200 RPM Variável - 9 Kg - Óculo Grande XL - Electrónica - LCD Display - Alumínio - Classe A+++AB
350032047128,Maquina Lavar Beko WTV 8632 XCX,47128,"440,00",72,BEKO,135,1200 RPM Variável - 8 Kg - Óculo Grande XL - Electrónica - Mini LCD Display - Classe A+++AB -  Inox
350076048130,Exaustor Ilha Beko HCI 91845 BXH,48130,"729,00",36,BEKO,115,Exaustor de Ilha 90 cm | Inox / Vidro | 700 m3/h | 1 Turbina | Touch Control
PZP000,"LCD Grundig 49"" Vision 7 49 VLX 7730 BP",PZP000,"619,00","7,9",GRUNDIG,250,
RGM000,"LCD Grundig 40"" Vision 6 40 VLE 6730 BP",RGM000,"449,00",12,GRUNDIG,250,
GLR7530,Coluna Bluetooth Grundig GSB 730,GLR7530,"129,00","1,7",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco."
GLR7540,Coluna Bluetooth Grundig GSB 720,GLR7540,"89,90","0,5",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco."
GLR7550,Coluna Bluetooth Grundig GSB 710,GLR7550,"44,90","0,5",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco."
350070048929,Kit Ligação Frigorifico+Arca Vertical BEKO 4908090200,48929,"99,00","0,5",BEKO,800,
RHR000,"LCD Grundig 24"" Vision 4 24 VLE 4720 BN",RHR000,"219,00","3,6",GRUNDIG,250,
RHS000,"LCD Grundig 32"" Vision 4 32 VLE 4720 BN",RHS000,"289,00",6,GRUNDIG,250,
RGN000,"LCD Grundig 43"" Vision 6 43 VLE 6730 BP",RGN000,"489,00","11,3",GRUNDIG,250,
350028048562,Placa Encast. Beko HIAW 64225 SX,48562,"198,00",12,BEKO,115,Placa 60 cm| 4 Gás (1 Wok) | Ignição eletrónica | Válvula Segurança | Inox
350032047234,Maquina Secar Beko DU 9133 PA0,47234,"404,00",41,BEKO,135,Secador P/Condensação | 16 Programas | LCD Display | 9 Kg | Classe B
350032047174,Maquina Lavar Beko WMY 81283 LMB3,47174,"357,00",72,BEKO,135,1200 RPM Variável - 8 Kg - Óculo Grande XL - Electrónica - Volumax - Display Digital - Classe A+++AB
350032047178,Maquina Lavar Beko WMY 91483 LB3,47178,"455,00",77,BEKO,135,1400 RPM Variável - 9 Kg - Óculo Grande XL - LCD Display (grande) - Eletrónica - Classe A++
350013046365,Frigorifico Beko RSSA 290M21 W,46365,"348,00",63,BEKO,130,1 Porta | 320 L  / 278 L | Cooler | Classe A+ | 1510 x 595 x 600 mm (A x L x P)
350032047179,Maquina Lavar Beko WMP 11744 XW,47179,"555,00",85,BEKO,135,1400 RPM Variável - 11 Kg - Óculo Grande XL - LCD Display (grande) - Eletrónica - Classe A+++-10AB
350032047180,Maquina Lavar Beko WMY 71283 LMXB3,47180,"407,00",65,BEKO,135,1200 RPM Variável - 7 Kg - Óculo Grande XL - Electrónica - Volumax - Display Digital - Classe A+++AB
350032047240,Maquina Secar Beko DHS 8312 PA0,47240,"479,00",53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | LCD Display (grande) | 8 Kg | Controlo Humidade Eletrónico | Classe A+
350032047239,Maquina Secar Beko DHS 7412 PA0,47239,"480,00",53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | 7 Kg | Classe A-30
350028048569,Placa Encast. Beko HILL 75222 SL,48569,"272,00","16,1",BEKO,115,Placa 70 cm | Cristal Gás | 4 Standard + 1 Wok | Ignição Electrónica | Válvula Segurança
350028048566,Placa Encast. Beko HIAW 75225 SL,48566,"272,00",14,BEKO,115,Placa 70 cm | 5 Gás  (4 Standard + 1 Wok) | Ignição eletrónica | Válvula Segurança | Inox
350028048567,Placa Encast. Beko HIAL 75225 SX,48567,"272,00",14,BEKO,115,Placa 70 cm | 5 Gás  (4 Standard + 1 Wok) | Ignição eletrónica | Válvula Segurança | Inox
350028048568,Placa Encast. Beko HILM 64120 S,48568,"235,00","9,9",BEKO,115,Placa 60 cm | 2 Vitrocerâmicas + 2 Cristal Gás | Ignição Electrónica | Válvula Segurança
350028048564,Placa Encast. Beko HIAG 64223 SX,48564,"147,00","9,9",BEKO,115,Placa 60 cm | 4 Gás Standard | Ignição Eletrónica | Inox | Válvula de Segurança
350028048563,Placa Encast. Beko HILG 64120 S,48563,"182,00","13,2",BEKO,115,Placa 4 Cristal Gás | Ignição Electrónica | Válvula Segurança | Grelhas de Esmalte | Botões Cilindricos 
350028048571,Placa Encast. Beko HILW 64222 S,48571,"215,00","13,2",BEKO,115,Placa 60 cm | 4 Cristal Gás (3 Standard + 1 Wok) | Ignição Electrónica | Válvula Segurança | Grelhas de Esmalte | Botões Cilindricos
350070048930,Anti-Calcário para Ferro Beko 9178007791,48930,"9,50","0,5",BEKO,800,
350070048908,Saco Microfibra Aspirador Beko VCC61602AD 9178008766,48908,"1,65","0,2",BEKO,800,
350070048907,Saco Microfibra Aspirador Beko (VCC5325AR) 9178010701,48907,"2,70","0,2",BEKO,800,
GLR7620,Hi-Fi Micro Grundig M 3000 BT,GLR7620,"198,00","5,8",GRUNDIG,215,
GLR7610,Hi-Fi Micro Grundig M 2000 BT,GLR7610,"161,00","5,8",GRUNDIG,215,
350033047629,Maq.Louça Beko DFN 28422 X,47269,"433,00",50,BEKO,135,14 Talheres | Aqua intensive | 8 Programas | Classe A++AA
350032047129,Maquina Lavar Beko WMY 81483 LMXB3,47129,"515,00",72,BEKO,135,1400 RPM Variável - 8 Kg - Óculo Grande - Electrónica - Classe A++
350032047130,Maquina Lavar Beko WTE 6511 BW,47130,"269,00",59,BEKO,135,1000 RPM Variável | 6 Kg | Óculo Grande XL | LED Display | Classe A+++AC
350019059052,Forno Encast. Grundig GEBM 13001 X,59052,"367,00","43,9",GRUNDIG,115,Forno Multifunções (8) | Programador Digital (A.D.) | Prateleira Telescópica  | 65 lt. | 43 dbA | Vitreous Line
350028058590,Placa Encast. Grundig GIEI 638370 HF,58590,"579,00","14,4",GRUNDIG,115,Placa 60 cm Indução com 2 Zonas Flexíveis + 1 Indução Dupla | Slider Control | Timer
GMK1210,Balança Grundig PS 4110,GMK1210,"0,00",3,GRUNDIG,190,
GMK1200,Balança Grundig PS 2010,GMK1200,"0,00",3,GRUNDIG,190,
RRF000,"LCD Grundig 65"" Vision 7 65 VLX 7730 BP",RRF000,"1 259,00",51,GRUNDIG,250,
350065069200,Unidade Interior Beko BEVCA 090,69200,"0,00",0,BEKO,105,
350065069201,Unidade Exterior Beko BEVCA 091,69201,"0,00",0,BEKO,105,
350065069204,Unidade Exterior Beko BEVCA 121,69204,"0,00",0,BEKO,105,
350065069206,Unidade Exterior Beko BEVCA 181,69206,"0,00",0,BEKO,105,
350065069203,Unidade Interior Beko BEVCA 120,69203,"0,00",0,BEKO,105,
350065069205,Unidade Interior Beko BEVCA 180,69205,"0,00",0,BEKO,105,
350032047131,Maquina Lavar Beko WTE 7532 BCX,47131,"365,00",76,BEKO,135,1000 RPM Variável - 7 Kg - Display Digital 7 segmentos - Classe A++AC - Inox
355033059504,Maquina Louça Grundig GNF 41823 X,59504,"0,00","48,4",GRUNDIG,135,13 Talheres | Mini LCD | 8 Programas | Classe A++AA | Inox
375001367115,Frigorifico SBS Hisense RS694N4TF2,67115,"1 349,00",121,HISENSE,130,
RPE000,"LCD Grundig 32"" Vision 6 32 VLE 6735 BP",RPE000,"349,00","7,8",GRUNDIG,250,
RHT000,"LCD Grundig 40"" Vision 4 40 VLE 4720 BN",RHT000,"399,00",8,GRUNDIG,250,
