Referencia,Descrição,CodMarca,NOME_MARCA,Cod.Gama,NOME_GAMA,Cod.Familia,NOME_FAMILIA,SUBFAMILIA,NOME_SUBFAMILIA,PVP_MARCA,PVP_CENTRAL,PR_LIQUIDO,EM_PROMOÇ+O,EXCLUSIVO,OFERTA,FORA_GAMA,PartNr,EAN,Peso(kg),Volume(dm3),Comprimento(mm),Largura(mm),Altura(mm),LinkImagem,Caracteristicas_Resumo,Caracteristicas_Completa,Classe_energetica,Link_Classe_Energetica,Stock,
11129059,"CALCULADORA CASIO SECRETARIA  -MS20B",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","14,90","9,64",não,não,não,não,MS20B,"4971850090489 ","0,163","1,282",158,232,35,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129059 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Visor de 12 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Tampa de plástico <br>Garantia:2 anos<br>",,,Não,
11129060,"CALCULADORA CASIO SECRETARIA-MS100BM",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","12,90","8,88",não,não,não,não,MS100BM,"4971850090502 ","0,164","1,282",158,232,35,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129060 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Visor de 10 dígitos<BR>Tecla de dois zeros<BR>Visor de grandes dimensões<BR>Tamanho compacto<BR>Corpo de metal<BR>Teclas de plástico<BR>Duas fontes de alimentação<BR>Sinal mais / menos<BR>Função roll-over para uma introdução rápida dos números<BR>Cálculo de taxas<BR>Conversor de divisas<BR>3 casas decimais <br>Garantia:2 anos<br>",,,Sim,
11129061,"CALCULADORA CASIO SECRETARIA-MS120BM",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","14,90","9,89",não,não,não,não,MS120BM,"4971850090519 ","0,164","1,282",158,232,35,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129061 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Visor de 12 dígitos<BR>Tecla de dois zeros<BR>Visor de grandes dimensões<BR>Tamanho compacto<BR>Corpo de metal<BR>Teclas de plástico<BR>Duas fontes de alimentação<BR>Sinal mais / menos<BR>Função roll-over para uma introdução rápida dos números<BR>Cálculo de taxas<BR>Conversor de divisas<BR>3 casas decimais <br>Garantia:2 anos<br>",,,Não,
11129062,"CALCULADORA CASIO SECRET.-MS120TERII",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","15,90","10,64",não,não,não,não,MS120TERII,"4971850090434 ","0,161","1,059",147,206,35,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129062 ","Cor: Lilás  <BR>Garantia: 2 anos<BR>-","Cor:Lilás <br>Características:Visor de 12 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Tampa de metal <br>Garantia:2 anos<br>",,,Não,
11129063,"CALCULADORA CASIO SECRETARIA  -MS80B",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","10,90","7,14",não,não,não,não,MS80B,"4971850090496 ","0,164","1,282",158,232,35,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129063 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Visor de 8 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Tampa de metal <br>Garantia:2 anos<br>",,,Não,
11129064,"CALCULADORA CASIO SECRETAR-MS80VERII",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","11,90","7,98",não,não,não,não,MS80VERII,"4971850090403 ","0,161","1,059",147,206,35,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129064 ","Cor: Lilás  <BR>Garantia: 2 anos<BR>-","Cor:Lilás <br>Características:Visor de 8 dígitos<BR>2 fontes de alimentação<BR>Conversor de divisas<BR>Tampa de metal <br>Garantia:2 anos<br>",,,Não,
11129065,"CALCULADORA CASIO SECRETAR.-MS8VERII",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","9,90","6,33",não,não,não,não,MS8VERII,"4971850090397 ","0,163","1,059",147,206,35,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129065 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Visor de 8 dígitos<BR>2 fontes de alimentação<BR>Conversor de divisas<BR>Tampa de plástico <br>Garantia:2 anos<br>",,,Não,
11129066,"CALCULADORA CASIO SECRETARIA   -MS8B",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","8,90","6,02",não,não,não,não,MS8B,"4971850090465 ","0,163","1,282",158,232,35,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129066 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Visor de 8 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Tampa de plástico <br>Garantia:2 anos<br>",,,Não,
11129067,"CALCULADORA CASIO SECRET-JF120ECOWEH",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","24,90","16,58",não,não,não,não,JF120ECOWEH,"4971850185697 ","0,231","0,798",114,219,32,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129067 ","Cor: Branco  <BR>Garantia: 2 anos<BR>-","Cor:Branco <br>Características:Visor de 12 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Tampa de metal <br>Garantia:2 anos<br>",,,Não,
11129068,"CALCULADORA CASIO SECRETARIA-WM320MT",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","19,90","13,65",não,não,não,não,WM320MT,"4971850033387 ","0,266","1,454",158,236,39,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129068 ","Cor: Preto / Amarelo  <BR>Garantia: 2 anos<BR>-","Cor:Preto / Amarelo <br>Características:Visor de 12 dígitos<BR>2 fontes de alimentação<BR>Á prova de água e pó<BR>Taxas<BR>Custo<BR>Margem<BR>Venda <br>Garantia:2 anos<br>",,,Não,
11129069,"CALCULADORA CASIO SECRETARIA-WD320MT",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","28,90","19,40",não,não,não,não,WD320MT,"4971850033370 ","0,352","2,301",193,265,45,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129069 ","Cor: Preto / Branco  <BR>Garantia: 2 anos<BR>-","Cor:Preto / Branco <br>Características:Visor de 12 dígitos<BR>2 fontes de alimentação<BR>Á prova de água e pó<BR>Taxas<BR>Custo<BR>Margem<BR>Venda<BR>GT<BR>Correção rápida <br>Garantia:2 anos<br>",,,Não,
11129070,"CALCULADORA CASIO SECRETARIA-DH12TER",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","23,90","16,02",não,não,não,não,DH12TER,"4971850090458 ","0,245","1,524",202,222,34,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129070 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Visor 12 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Corpo de metal <br>Garantia:2 anos<br>",,,Sim,
11129071,"CALCULADORA CASIO SECRETARIA-DF120BM",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","22,90","15,44",não,não,não,não,DF120BM,"4971850090540 ","0,239","1,546",171,238,38,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129071 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Visor de 12 dígitos<BR>Visor de grandes dimensões<BR>Duas fontes de alimentação<BR>Formato largo<BR>Teclas de plástico<BR>Função roll-over para uma introdução rápida dos números<BR>Cálculo de taxas<BR>3 casas decimais<BR>Botão rotativo<BR>Suporte<BR>Memória GT<BR>Tecla de dois zeros<BR>Conversor de divisas<BR>Tecla de maiúsculas / minúsculas de plástico reciclado<BR>Tecla de correcção rápida<BR>Sinal mais / menos<BR>Corpo de metal<BR>Raiz quadrada <br>Garantia:2 anos<br>",,,Não,
11129072,"CALCULADORA CASIO SECRETAR.-GX14BWEC",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","22,90","15,18",não,não,não,não,GX14BWEC,"4971850032311 ","0,317","2,595",211,300,41,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129072 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Visor de 14 dígitos<BR>Corpo de metal<BR>Visor de grandes dimensões<BR>Duas fontes de alimentação<BR>Formato largo<BR>Teclas de plástico<BR>Função roll-over para uma introdução rápida dos números<BR>Raiz quadrada<BR>Sinal mais / menos<BR>Anotações sobrescritas<BR>Tecla de correcção rápida<BR>Botão rotativo <br>Garantia:2 anos<br>",,,Sim,
11129073,"CALCULADORA CASIO SECRETAR.-HR8RCEBK",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","33,90","23,00",não,não,não,não,HR8RCEBK,"4971850099611 ","0,503","2,519",161,313,50,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129073 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Visor de 12 dígitos<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Velocidade: 1,6 linhas / seg <br>Garantia:2 anos<br>",,,Não,
11129074,"CALCULADORA CASIO SECRETAR.-HR8RCEWE",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","33,90","23,00",não,não,não,sim,HR8RCEWE,"              ","0,503","2,519",161,313,50,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129074 ","Cor: Branco  <BR>Garantia: 2 anos<BR>-","Cor:Branco <br>Características:Visor de 12 dígitos<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Velocidade: 1,6 linhas / seg <br>Garantia:2 anos<br>",,,Não,
11129075,"CALCULADORA CASIO SECRET.-HR150RCEWA",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","49,90","33,97",não,não,não,não,HR150RCEWA,"4971850099673 ","0,798","3,802",184,287,72,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129075 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Visor de 12 dígitos<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Impressão a 2 cores<BR>Velocidade: 2 linhas / seg <br>Garantia:2 anos<br>",,,Não,
11129076,"CALCULADORA CASIO SECRET.-HR150RCEWB",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","61,90","42,47",não,não,não,sim,HR150RCEWB,"4971850099680 ","0,798","3,802",184,287,72,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129076 ","Cor: Silver  <BR>Acessórios Incluídos: Adaptador  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Visor de 12 dígitos<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Impressão a 2 cores<BR>Velocidade: 2 linhas / seg <br>Acessórios Incluídos:Adaptador <br>Garantia:2 anos<br>",,,Não,
11129077,"CALCULADORA CASIO SECRETAR.-HR200RCE",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","59,90","40,70",não,não,não,não,HR200RCE,"4971850099710 ","0,97","5,824",244,310,77,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129077 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Visor de 12 dígitos<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Impressão a 2 cores<BR>Velocidade: 2,4 linhas / seg<BR>Medidas: 6,5 x 19,5 x 31,3 cm (AxLxP) <br>Garantia:2 anos<br>",,,Não,
